sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
7056,U001,200744019,TARG foundation,43:58.6,2020,1930686488,00:00.0,00:00.0,00:00.0,NAA8,16950.1,0-15
7057,U001,CCCA02,KRAFT  foundation,05:48.1,2020,1930535090,00:00.0,00:00.0,00:00.0,NAG2,43329.6,0-15
7058,U001,200706844,WINC us,53:24.9,2020,1930600183,00:00.0,00:00.0,00:00.0,NAA8,64963.66,0-15
7059,U001,200744019,TARG trust,25:51.8,2020,1930740886,00:00.0,00:00.0,00:00.0,NAA8,2321.66,0-15
7060,U001,200793568,SUPE co,22:27.8,2020,1930646537,00:00.0,00:00.0,00:00.0,NAA8,160818.32,0-15
7061,U001,200794332,COST corporation,28:58.2,2020,1930699843,00:00.0,00:00.0,00:00.0,NAAX,32715.47,0-15
7062,U001,200704858,WAKE llc,05:02.7,2020,1930638674,00:00.0,00:00.0,00:00.0,NAA8,38425.77,0-15
7063,U001,100006311,QUALITY C corporation,16:19.5,2020,1930594023,00:00.0,00:00.0,00:00.0,NAA8,21011.32,0-15
7064,U001,200724999,GILSTE in,43:19.6,2020,1930856091,00:00.0,00:00.0,00:00.0,NA10,51663.6,0-15
7065,U001,200794332,COST systems,10:36.1,2020,1930860158,00:00.0,00:00.0,00:00.0,NAAX,2147.92,
7066,U001,200936373,SUPE llc,04:45.5,2020,1930759623,00:00.0,00:00.0,00:00.0,NAA8,4367.85,0-15
7067,U001,200769623,WAL-MAR in,03:04.4,2020,1930783324,00:00.0,00:00.0,00:00.0,NAH4,2245.96,0-15
7068,U001,200726979,BJ'S  corporation,51:21.3,2020,1930779977,00:00.0,00:00.0,00:00.0,NAA8,132.72,
7069,U001,200772670,ASSOCIAT corp,44:36.8,2020,1930875984,00:00.0,00:00.0,00:00.0,NAU5,61.54,
7070,U001,200705742,DOT llc,38:29.2,2020,1930592416,00:00.0,00:00.0,00:00.0,NAD1,2259.39,
7071,U001,200048886,SHERWO trust,42:10.2,2020,1930720329,00:00.0,00:00.0,00:00.0,NAA8,65216.88,0-15
7072,U001,200769623,WAL-MAR corp,49:19.9,2020,1930684081,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
7073,CA02,140104440,SO co,49:20.9,2020,2960626295,00:00.0,00:00.0,00:00.0,CA10,1781.2841,0-15
7074,U001,200744019,TARG us,25:51.8,2020,1930764319,00:00.0,00:00.0,00:00.0,NAA8,1286.64,0-15
7075,U001,200769623,WAL-MAR corp,04:00.7,2020,1930738912,00:00.0,00:00.0,00:00.0,NAH4,30717.09,0-15
7076,U001,200737918,W LEE  foundation,08:30.9,2020,1930566678,00:00.0,00:00.0,00:00.0,NAA8,19622.87,0-15
7077,U001,200793513,KROGER corp,42:02.7,2020,1930862240,00:00.0,00:00.0,00:00.0,NAA8,35070.4,0-15
7078,U001,200794332,COST corp,18:09.8,2020,1930577121,00:00.0,00:00.0,00:00.0,NAAX,77650.17,0-15
7079,U001,200706844,WINC ,30:26.2,2020,1930709450,00:00.0,00:00.0,00:00.0,NAA8,37690.54,0-15
7080,U001,200769623,WAL-MAR in,20:42.3,2020,1930855580,00:00.0,00:00.0,00:00.0,NAH4,62256.53,0-15
7081,U001,200769623,WAL-MAR llc,43:27.5,2020,1930617193,00:00.0,00:00.0,00:00.0,NAH4,8030.65,0-15
7082,U001,200748108,KROGER us,03:32.6,2020,1930576155,00:00.0,00:00.0,00:00.0,NAA8,82144.32,0-15
7083,U001,200705742,DOT associates,38:15.7,2020,1930798027,00:00.0,00:00.0,00:00.0,NAA8,19783.03,
7084,U001,200782001,GORDO ,07:43.5,2020,1930652437,00:00.0,00:00.0,00:00.0,NA32,9955.26,
7085,U001,200646464,CUSTOMI ,29:55.9,2020,1930821728,00:00.0,00:00.0,00:00.0,NAA8,5191.22,0-15
7086,U001,200780383,MEIJ corporation,10:39.7,2020,1930685647,00:00.0,00:00.0,00:00.0,NAA8,50431.16,0-15
7087,U001,200769623,WAL-MAR llc,13:32.3,2020,1930650597,00:00.0,00:00.0,00:00.0,NAH4,57169.62,0-15
7088,U001,200769623,WAL-MAR trust,48:03.4,2020,1930803365,00:00.0,00:00.0,00:00.0,NAH4,3764.06,0-15
7089,U001,200769623,WAL-MAR in,48:03.4,2020,1930793239,00:00.0,00:00.0,00:00.0,NAH4,4797.54,0-15
7090,U001,200768357,MARC associates,49:45.7,2020,1930571290,00:00.0,00:00.0,00:00.0,NAA8,12862.73,0-15
7091,CA02,140105686,SYSC trust,54:20.4,2020,2960628711,00:00.0,00:00.0,00:00.0,CA10,86615.5842,0-15
7092,U001,200769623,WAL-MAR systems,08:59.0,2020,1930745474,00:00.0,00:00.0,00:00.0,NAH4,4272.16,0-15
7093,U001,200915438,GROC associates,38:30.4,2020,1930582804,00:00.0,00:00.0,00:00.0,NAA8,18658,0-15
7094,U001,200759878,SA in,21:02.9,2020,1930584949,00:00.0,00:00.0,00:00.0,NAH4,11288.12,0-15
7095,U001,200793513,KROGER trust,47:55.3,2020,1930758531,00:00.0,00:00.0,00:00.0,NAA8,82194.72,0-15
7096,U001,200722444,PERFOR us,26:49.4,2020,1930687611,00:00.0,00:00.0,00:00.0,NAA8,19624.65,
7097,U001,200644313,DAVISCO ,55:06.9,2020,1930764675,00:00.0,00:00.0,00:00.0,NA10,3761,0-15
7098,U001,200769623,WAL-MAR corp,31:16.5,2020,1930654784,00:00.0,00:00.0,00:00.0,NAH4,14709.83,0-15
7099,U001,200704858,WAKE us,36:49.3,2020,1930704194,00:00.0,00:00.0,00:00.0,NAGD,6101.57,
7100,U001,200936373,SUPE associates,23:45.5,2020,1930809723,00:00.0,00:00.0,00:00.0,NAA8,19622.83,0-15
7101,U001,200769623,WAL-MAR in,31:16.5,2020,1930671027,00:00.0,00:00.0,00:00.0,NAH4,12880.97,0-15
7102,CA02,140105785,SHOPPE corp,54:54.2,2020,2960630938,00:00.0,00:00.0,00:00.0,CA10,20985.639,0-15
7103,U001,200782207,FORT corporation,39:56.1,2020,1930706320,00:00.0,00:00.0,00:00.0,NAA8,28443.71,0-15
7104,U001,200723794,MID MO trust,40:09.4,2020,1930589653,00:00.0,00:00.0,00:00.0,NAA8,140583.68,0-15
7105,CA02,140104409,LOB foundation,13:03.3,2020,2960631183,00:00.0,00:00.0,00:00.0,CA10,56736.2358,0-15
7106,U001,200769623,WAL-MAR systems,19:06.3,2020,1930726616,00:00.0,00:00.0,00:00.0,NAH4,13615.23,
7107,U001,100043892,IN-N llc,41:16.0,2020,1930716110,00:00.0,00:00.0,00:00.0,NAA8,17880.6,
7108,CA02,140106408,WAL-M associates,54:49.4,2020,2960620535,00:00.0,00:00.0,00:00.0,CA10,1532.7896,16-30
7109,CA02,140104429,COSTCO in,39:27.5,2020,2960625189,00:00.0,00:00.0,00:00.0,CA10,120879.7644,0-15
7110,U001,200772670,ASSOCIAT co,50:56.4,2020,1930806474,00:00.0,00:00.0,00:00.0,NAU5,50549.21,0-15
7111,U001,200704858,WAKE foundation,22:44.8,2020,1930593406,00:00.0,00:00.0,00:00.0,NAA8,162625.39,0-15
7112,U001,CCU013,KRAFT F systems,22:58.2,2020,1930586266,00:00.0,00:00.0,00:00.0,NAX2,2905.21,46-60
7113,CA02,100030194,AMAZO trust,04:36.6,2020,2960632811,00:00.0,00:00.0,00:00.0,CA10,39730.1191,0-15
7114,U001,200418007,AM associates,18:48.9,2020,1930751837,00:00.0,00:00.0,00:00.0,NAA8,7317.94,0-15
7115,U001,200148860,DOLLA associates,46:20.0,2020,1930686813,00:00.0,00:00.0,00:00.0,NAA8,9525.6,
7116,U001,200744019,TARG us,29:21.5,2020,1930695857,00:00.0,00:00.0,00:00.0,NAA8,12126.98,0-15
7117,U001,200772670,ASSOCIAT co,52:52.8,2020,1930609701,00:00.0,00:00.0,00:00.0,NAGD,2229.54,
7118,U001,200756072,REINHA ,46:39.6,2020,1930856625,00:00.0,00:00.0,00:00.0,NAA8,19027.72,0-15
7119,U001,200148860,DOLLA associates,01:41.4,2020,1930664319,00:00.0,00:00.0,00:00.0,NAA8,54091.56,0-15
7120,U001,200759878,SA llc,20:56.4,2020,1930774061,00:00.0,00:00.0,00:00.0,NAH4,33563.72,0-15
7121,U001,200769623,WAL-MAR llc,17:19.7,2020,1930845068,00:00.0,00:00.0,00:00.0,NAH4,45797.06,0-15
7122,U001,200712187,SPAR systems,31:22.7,2020,1930670550,00:00.0,00:00.0,00:00.0,NAA8,33761.7,
7123,CA02,100034823,ZARCO trust,33:47.5,2020,2960618799,00:00.0,00:00.0,00:00.0,CA10,9357.0365,16-30
7124,U001,200764795,SYSCO  associates,25:14.5,2020,1930830391,00:00.0,00:00.0,00:00.0,NAA8,23682.49,0-15
7125,U001,200759878,SA llc,16:13.7,2020,1930724498,00:00.0,00:00.0,00:00.0,NAH4,38590.82,
7126,U001,200418007,AM co,45:21.8,2020,1930718292,00:00.0,00:00.0,00:00.0,NAGD,136.8,0-15
7127,CA02,140104340,COLABOR  systems,39:12.3,2020,2960633114,00:00.0,00:00.0,00:00.0,CA10,1776.2755,0-15
7128,U001,200769623,WAL-MAR systems,47:39.2,2020,1930686113,00:00.0,00:00.0,00:00.0,NAH4,13312.88,0-15
7129,U001,200769623,WAL-MAR co,31:16.5,2020,1930797116,00:00.0,00:00.0,00:00.0,NAH4,13578.12,0-15
7130,U001,200769623,WAL-MAR llc,38:36.1,2020,1930860629,00:00.0,00:00.0,00:00.0,NAH4,38749.75,0-15
7131,CA02,140104409,LOB llc,25:50.1,2020,2960630774,00:00.0,00:00.0,00:00.0,CA10,72214.2081,0-15
7132,U001,200820380,SMITH'S us,35:34.3,2020,1930653019,00:00.0,00:00.0,00:00.0,NAA8,67018.26,0-15
7133,U001,200769623,WAL-MAR corp,26:15.6,2020,1930580859,00:00.0,00:00.0,00:00.0,NAH4,48063.69,0-15
7134,U001,200794332,COST corp,40:49.5,2020,1930785237,00:00.0,00:00.0,00:00.0,NAAX,42776.43,0-15
7135,U001,200772670,ASSOCIAT corporation,26:14.8,2020,1930714791,00:00.0,00:00.0,00:00.0,NAU5,43031.97,0-15
7136,U001,200707822,PUBLI associates,54:13.4,2020,1930779028,00:00.0,00:00.0,00:00.0,NAA8,18930.72,0-15
7137,U001,200711029,WEGMAN in,01:16.3,2020,1930838655,00:00.0,00:00.0,00:00.0,NAA8,27025.38,0-15
7138,U001,200726979,BJ'S  systems,30:05.7,2020,1930686402,00:00.0,00:00.0,00:00.0,NAA8,717.8,0-15
7139,U001,200769623,WAL-MAR us,29:30.1,2020,1930885106,00:00.0,00:00.0,00:00.0,NAH4,23286.6,0-15
7140,U001,200803720,DEC us,25:16.6,2020,1930772821,00:00.0,00:00.0,00:00.0,NAM4,4024.52,
7141,U001,200769623,WAL-MAR systems,51:19.9,2020,1930842513,00:00.0,00:00.0,00:00.0,NAH4,264.71,0-15
7142,U001,200762301,C&S WH corporation,53:39.6,2020,1930621738,00:00.0,00:00.0,00:00.0,NAC6,6272.47,
7143,U001,200729942,SA co,48:09.8,2020,1930781991,00:00.0,00:00.0,00:00.0,NAA8,13149.34,0-15
7144,U001,200772670,ASSOCIAT systems,33:18.5,2020,1930740309,00:00.0,00:00.0,00:00.0,NAU5,67095.39,0-15
7145,U001,200769623,WAL-MAR foundation,56:41.9,2020,1930723641,00:00.0,00:00.0,00:00.0,NAH4,2352.97,0-15
7146,U001,200769623,WAL-MAR llc,27:04.6,2020,1930854758,00:00.0,00:00.0,00:00.0,NAH4,1494.09,0-15
7147,CA02,140104249,SOB in,51:49.8,2020,2960625094,00:00.0,00:00.0,00:00.0,CA10,31619.4261,0-15
7148,U001,200744019,TARG associates,39:49.6,2020,1930847440,00:00.0,00:00.0,00:00.0,NAA8,15199.68,0-15
7149,U001,100044041,DEF. F us,49:38.1,2020,1930753851,00:00.0,00:00.0,00:00.0,NAM4,1911.8,0-15
7150,U001,200729942,SA associates,50:34.5,2020,1930790988,00:00.0,00:00.0,00:00.0,NAA8,825.04,0-15
7151,U001,200769623,WAL-MAR in,05:52.3,2020,1930585135,00:00.0,00:00.0,00:00.0,NAH4,2373.96,
7152,U001,200772670,ASSOCIAT trust,04:42.1,2020,1930623442,00:00.0,00:00.0,00:00.0,NAU5,62483.28,0-15
7153,U013,140103713,PRIM corporation,44:59.0,2020,1991839652,00:00.0,00:00.0,00:00.0,NAVE,919.1,0-15
7154,U001,200759878,SA corp,37:26.1,2020,1930765593,00:00.0,00:00.0,00:00.0,NAH4,36758.32,0-15
7155,U001,200726979,BJ'S  trust,49:41.2,2020,1930793306,00:00.0,00:00.0,00:00.0,NAA8,398.9,0-15
7156,U001,200776463,KROGE trust,26:44.0,2020,1930611901,00:00.0,00:00.0,00:00.0,NAA8,109732.89,0-15
7157,U001,200726979,BJ'S  corp,41:16.4,2020,1930827817,00:00.0,00:00.0,00:00.0,NAA8,250.09,
7158,U001,200769623,WAL-MAR llc,13:38.2,2020,1930704002,00:00.0,00:00.0,00:00.0,NAH4,41455.04,0-15
7159,U001,200769623,WAL-MAR llc,31:16.5,2020,1930660604,00:00.0,00:00.0,00:00.0,NAH4,17267.66,0-15
7160,U001,200769623,WAL-MAR us,32:45.1,2020,1930711787,00:00.0,00:00.0,00:00.0,NAH4,53565.85,0-15
7161,CA02,140104423,METRO  trust,03:36.7,2020,2960623185,00:00.0,00:00.0,00:00.0,CA10,181729.1905,0-15
7162,U001,200769623,WAL-MAR associates,25:01.7,2020,1930614011,00:00.0,00:00.0,00:00.0,NAH4,72768.15,0-15
7163,U001,200769623,WAL-MAR us,53:18.0,2020,1930665599,00:00.0,00:00.0,00:00.0,NAH4,31240.8,0-15
7164,U013,140103400,FOST associates,35:38.4,2020,1991841605,00:00.0,00:00.0,00:00.0,NAVE,10285.65,0-15
7165,U001,200861551,MRS GR systems,52:57.5,2020,1930571909,00:00.0,00:00.0,00:00.0,NAA8,13179.78,
7166,U001,100031704,DELHAIZE llc,10:32.1,2020,1930847392,00:00.0,00:00.0,00:00.0,NAA8,48756.64,
7167,U001,200020431,DEC llc,20:15.2,2020,1930767838,00:00.0,00:00.0,00:00.0,NAM4,19949.52,
7168,U001,200779906,BOZZU ,49:33.8,2020,1930787996,00:00.0,00:00.0,00:00.0,NAA8,58562.54,0-15
7169,U001,200020431,DEC ,47:50.4,2020,1930598590,00:00.0,00:00.0,00:00.0,NAM4,425.76,
7170,U001,200747369,SCHNU corp,17:34.1,2020,1930756349,00:00.0,00:00.0,00:00.0,NAA8,64215.67,0-15
7171,U001,200881076,ALBERT associates,34:52.2,2020,1930745626,00:00.0,00:00.0,00:00.0,NAA8,8331.33,16-30
7172,U013,100053554,SYSTEMS foundation,41:59.6,2020,1991841922,00:00.0,00:00.0,00:00.0,NAVE,6820.2,0-15
7173,CA02,140106408,WAL-M us,09:05.9,2020,2960622239,00:00.0,00:00.0,00:00.0,CA10,46332.7969,16-30
7174,U001,200744019,TARG us,15:03.6,2020,1930654828,00:00.0,00:00.0,00:00.0,NAA8,1103.63,0-15
7175,U001,200794332,COST us,10:36.1,2020,1930879313,00:00.0,00:00.0,00:00.0,NAAX,4107.44,
7176,U001,200769623,WAL-MAR llc,36:13.0,2020,1930683962,00:00.0,00:00.0,00:00.0,NAH4,3148.33,0-15
7177,U001,200783609,PROFIC corporation,41:40.9,2020,1930575278,00:00.0,00:00.0,00:00.0,NAD1,9066.24,
7178,U001,200793830,M foundation,40:36.4,2020,1930666770,00:00.0,00:00.0,00:00.0,NAA8,1857.22,0-15
7179,U001,200731999,UNITED  co,14:27.9,2020,1930624855,00:00.0,00:00.0,00:00.0,NAD1,39721.13,0-15
7180,U001,100031704,DELHAIZE corporation,46:16.5,2020,1930652871,00:00.0,00:00.0,00:00.0,NAA8,11219.44,0-15
7181,U001,200936373,SUPE corp,41:35.6,2020,1930653388,00:00.0,00:00.0,00:00.0,NAA8,101500.28,0-15
7182,U001,200777735,NASH  llc,28:53.6,2020,1930699681,00:00.0,00:00.0,00:00.0,NAA8,63075.15,0-15
7183,U001,200793830,M systems,37:08.7,2020,1930645777,00:00.0,00:00.0,00:00.0,NAA8,85978.01,0-15
7184,U001,200726979,BJ'S  ,20:27.7,2020,1930593383,00:00.0,00:00.0,00:00.0,NAA8,298.36,0-15
7185,U001,200769623,WAL-MAR foundation,53:18.0,2020,1930675619,00:00.0,00:00.0,00:00.0,NAH4,29556.46,0-15
7186,U001,200735528,ASSOCIA us,58:59.8,2020,1930674250,00:00.0,00:00.0,00:00.0,NAA8,37001.21,0-15
7187,U001,200040366,RASTEL associates,08:06.0,2020,1930727967,00:00.0,00:00.0,00:00.0,NAA8,30335.9,0-15
7188,U001,200705742,DOT co,39:22.5,2020,1930708460,00:00.0,00:00.0,00:00.0,NAD1,31419.18,
7189,U001,200704045,RA llc,27:45.9,2020,1930774849,00:00.0,00:00.0,00:00.0,NAA8,21084.68,0-15
7190,U001,200759878,SA ,05:21.3,2020,1930670504,00:00.0,00:00.0,00:00.0,NAH4,42241.11,0-15
7191,U001,200729290,KROGER llc,26:16.7,2020,1930809990,00:00.0,00:00.0,00:00.0,NAA8,92136.44,0-15
7192,U001,200707822,PUBLI corporation,56:37.3,2020,1930717621,00:00.0,00:00.0,00:00.0,NAA8,109603.32,0-15
7193,U001,200762301,C&S WH corporation,19:57.7,2020,1930809084,00:00.0,00:00.0,00:00.0,NAC6,96919.94,0-15
7194,U001,200759878,SA in,20:32.9,2020,1930709408,00:00.0,00:00.0,00:00.0,NAH4,28283.99,0-15
7195,U001,200826820,C H G foundation,08:48.8,2020,1930615458,00:00.0,00:00.0,00:00.0,NAA8,6693.8,0-15
7196,U001,100058056,SIMPLO corp,42:43.6,2020,1930881136,00:00.0,00:00.0,00:00.0,NAA8,176025.6,16-30
7197,U001,200759878,SA llc,43:25.1,2020,1930647338,00:00.0,00:00.0,00:00.0,NAH4,36629.91,0-15
7198,U001,200399141,HEARTHSI associates,48:06.4,2020,1930623227,00:00.0,00:00.0,00:00.0,NAVQ,52056.1,0-15
7199,U001,CCU013,KRAFT F us,32:25.5,2020,1930652379,00:00.0,00:00.0,00:00.0,NAX2,1202.88,31-45
7200,U001,200769623,WAL-MAR in,48:03.4,2020,1930670548,00:00.0,00:00.0,00:00.0,NAH4,2400.24,0-15
7201,U001,200230690,DECA associates,23:53.2,2020,1930856146,00:00.0,00:00.0,00:00.0,NAM2,11600,
7202,U001,200799367,MCL trust,36:37.5,2020,1930784057,00:00.0,00:00.0,00:00.0,NAA8,1742.72,0-15
7203,U001,200762301,C&S WH corp,38:33.7,2020,1930855871,00:00.0,00:00.0,00:00.0,NAC6,3416.4,
7204,U001,200707822,PUBLI llc,25:38.5,2020,1930794815,00:00.0,00:00.0,00:00.0,NAA8,116050.97,0-15
7205,U001,200761734,H E BUT associates,46:53.4,2020,1930849406,00:00.0,00:00.0,00:00.0,NAA8,54400.61,0-15
7206,U001,200418007,AM systems,31:40.9,2020,1930646921,00:00.0,00:00.0,00:00.0,NAGD,1982.4,0-15
7207,U001,200705742,DOT llc,50:28.8,2020,1930702274,00:00.0,00:00.0,00:00.0,NAAW,2582.4,
7208,U001,200777735,NASH  ,29:39.0,2020,1930843626,00:00.0,00:00.0,00:00.0,NAA8,77135.14,
7209,CA02,140104409,LOB corporation,17:10.8,2020,2960618650,00:00.0,00:00.0,00:00.0,CA10,139147.2346,0-15
7210,U001,100031704,DELHAIZE ,12:18.8,2020,1930799992,00:00.0,00:00.0,00:00.0,NAA8,16738.37,0-15
7211,U001,200769623,WAL-MAR llc,27:04.6,2020,1930611616,00:00.0,00:00.0,00:00.0,NAH4,6313.92,0-15
7212,U001,200707822,PUBLI trust,23:46.7,2020,1930717565,00:00.0,00:00.0,00:00.0,NAA8,42398.16,0-15
7213,U001,200794332,COST us,10:36.1,2020,1930857183,00:00.0,00:00.0,00:00.0,NAAX,879.31,
7214,CA02,140104429,COSTCO trust,54:53.6,2020,2960631120,00:00.0,00:00.0,00:00.0,CA10,2697.3918,0-15
7215,U001,200739534,OK foundation,53:56.8,2020,1930637116,00:00.0,00:00.0,00:00.0,NAA8,85982.53,0-15
7216,U001,100001196,DOLLAR trust,20:32.6,2020,1930820686,00:00.0,00:00.0,00:00.0,NAA8,45157.12,0-15
7217,U001,200936373,SUPE corporation,06:02.7,2020,1930628038,00:00.0,00:00.0,00:00.0,NAGD,15179.54,0-15
7218,U001,200704858,WAKE systems,14:37.3,2020,1930655672,00:00.0,00:00.0,00:00.0,NAA8,39700.8,0-15
7219,U001,200744496,NORT ,49:25.3,2020,1930729727,00:00.0,00:00.0,00:00.0,NAA8,35600.56,0-15
7220,U001,200148860,DOLLA in,47:10.7,2020,1930626185,00:00.0,00:00.0,00:00.0,NAA8,18781.82,
7221,U001,200744019,TARG llc,25:47.2,2020,1930585988,00:00.0,00:00.0,00:00.0,NAA8,61815.35,16-30
7222,U001,200230690,DECA corporation,51:46.7,2020,1930670249,00:00.0,00:00.0,00:00.0,NAM2,785.85,
7223,U001,200418007,AM co,44:41.1,2020,1930809500,00:00.0,00:00.0,00:00.0,NAA8,49347.48,16-30
7224,U001,200772595,SAFEW systems,58:19.1,2020,1930593141,00:00.0,00:00.0,00:00.0,NAA8,132131.07,0-15
7225,CA02,140104409,LOB associates,29:37.2,2020,2960624283,00:00.0,00:00.0,00:00.0,CA10,73246.0271,0-15
7226,U001,200762301,C&S WH associates,43:46.3,2020,1930775795,00:00.0,00:00.0,00:00.0,NAGD,6312.61,
7227,U001,200769623,WAL-MAR foundation,03:04.4,2020,1930647612,00:00.0,00:00.0,00:00.0,NAH4,3228.13,0-15
7228,U001,200769623,WAL-MAR us,27:04.6,2020,1930610337,00:00.0,00:00.0,00:00.0,NAH4,5181.6,0-15
7229,U001,200769623,WAL-MAR corporation,53:18.0,2020,1930798644,00:00.0,00:00.0,00:00.0,NAH4,25404.66,0-15
7230,U001,200769623,WAL-MAR in,28:05.4,2020,1930783914,00:00.0,00:00.0,00:00.0,NAH4,28584.36,0-15
7231,U001,200148860,DOLLA trust,10:38.8,2020,1930809733,00:00.0,00:00.0,00:00.0,NAA8,98712.19,
7232,U001,200769623,WAL-MAR corp,38:36.1,2020,1930860751,00:00.0,00:00.0,00:00.0,NAH4,40110.28,0-15
7233,U001,200799367,MCL us,08:18.7,2020,1930793396,00:00.0,00:00.0,00:00.0,NAA8,36480.6,0-15
7234,U001,200769623,WAL-MAR in,32:51.5,2020,1930675927,00:00.0,00:00.0,00:00.0,NAH4,23176.44,0-15
7235,U001,200772670,ASSOCIAT co,37:58.1,2020,1930773283,00:00.0,00:00.0,00:00.0,NAU5,4224.3,
7236,U001,200769623,WAL-MAR corp,08:59.0,2020,1930853329,00:00.0,00:00.0,00:00.0,NAH4,2965.15,0-15
7237,U001,200754278,MBM  associates,43:49.1,2020,1930637837,00:00.0,00:00.0,00:00.0,NA32,11040.96,0-15
7238,U001,200769623,WAL-MAR us,22:15.2,2020,1930846632,00:00.0,00:00.0,00:00.0,NAH4,10097.91,
7239,U001,200782669,SYGMA llc,11:27.5,2020,1930747486,00:00.0,00:00.0,00:00.0,NAA8,7526.54,0-15
7240,U001,200696090,UNITE in,49:33.7,2020,1930764546,00:00.0,00:00.0,00:00.0,NAA8,4391.24,0-15
7241,U001,200769623,WAL-MAR in,27:04.6,2020,1930763288,00:00.0,00:00.0,00:00.0,NAH4,4088.45,0-15
7242,U001,200290370,BARGAIN  associates,17:49.2,2020,1930723397,00:00.0,00:00.0,00:00.0,NAA8,13431.2,0-15
7243,CA02,140104409,LOB associates,40:30.7,2020,2960624073,00:00.0,00:00.0,00:00.0,CA10,259227.1398,0-15
7244,U001,200780825,SYSCO FO foundation,55:21.1,2020,1930611470,00:00.0,00:00.0,00:00.0,NA32,15271.63,0-15
7245,CA02,140104409,LOB foundation,13:18.9,2020,2960625703,00:00.0,00:00.0,00:00.0,CAX2,31.9002,0-15
7246,U001,200759082,INGL systems,27:29.2,2020,1930796846,00:00.0,00:00.0,00:00.0,NAA8,26029.48,0-15
7247,U001,200797452,US  co,06:57.1,2020,1930814477,00:00.0,00:00.0,00:00.0,NAA8,16312.09,0-15
7248,U001,200726979,BJ'S  associates,59:15.3,2020,1930839798,00:00.0,00:00.0,00:00.0,NAA8,178.63,
7249,U001,200780383,MEIJ foundation,29:43.0,2020,1930862214,00:00.0,00:00.0,00:00.0,NAA8,93.33,0-15
7250,U001,200769623,WAL-MAR systems,28:05.4,2020,1930653430,00:00.0,00:00.0,00:00.0,NAH4,27468.03,0-15
7251,U001,200769623,WAL-MAR systems,15:58.4,2020,1930797893,00:00.0,00:00.0,00:00.0,NAH4,245.48,
7252,U001,200761734,H E BUT corp,10:43.0,2020,1930856936,00:00.0,00:00.0,00:00.0,NAA8,72895.62,
7253,U001,200726979,BJ'S  llc,02:47.3,2020,1930645936,00:00.0,00:00.0,00:00.0,NAA8,525.73,0-15
7254,CA02,140104429,COSTCO llc,54:16.1,2020,2960614248,00:00.0,00:00.0,00:00.0,CA10,1029.7097,0-15
7255,U001,200084659,KR systems,00:22.9,2020,1930724999,00:00.0,00:00.0,00:00.0,NAA8,14577.5,0-15
7256,U001,200769623,WAL-MAR ,05:06.8,2020,1930802171,00:00.0,00:00.0,00:00.0,NAH4,245.14,0-15
7257,U001,200769623,WAL-MAR corp,13:21.0,2020,1930570930,00:00.0,00:00.0,00:00.0,NAH4,1898.2,0-15
7258,U001,200769623,WAL-MAR associates,51:58.5,2020,1930800766,00:00.0,00:00.0,00:00.0,NAH4,12250.71,0-15
7259,U001,100031704,DELHAIZE foundation,24:38.4,2020,1930587171,00:00.0,00:00.0,00:00.0,NAA8,23236.72,0-15
7260,CA02,140106372,G T  systems,46:19.6,2020,2960625374,00:00.0,00:00.0,00:00.0,CA10,3564.4089,0-15
7261,U001,200769623,WAL-MAR corporation,42:23.0,2020,1930704104,00:00.0,00:00.0,00:00.0,NAH4,30961.03,0-15
7262,CA02,140104440,SO systems,03:13.8,2020,2960633410,00:00.0,00:00.0,00:00.0,CA10,6987.6132,0-15
7263,U001,200704858,WAKE in,10:13.4,2020,1930706803,00:00.0,00:00.0,00:00.0,NAA8,47050.47,0-15
7264,U001,200793568,SUPE us,59:30.8,2020,1930693344,00:00.0,00:00.0,00:00.0,NAA8,18775.11,0-15
7265,U001,200769623,WAL-MAR corporation,01:02.9,2020,1930800725,00:00.0,00:00.0,00:00.0,NAH4,44894.83,0-15
7266,U001,200762301,C&S WH foundation,57:41.8,2020,1930774050,00:00.0,00:00.0,00:00.0,NAC6,61980.73,0-15
7267,U001,100012638,99 CE llc,26:33.5,2020,1930666069,00:00.0,00:00.0,00:00.0,NAA8,7788,31-45
7268,U001,200712105,WALG ,30:32.5,2020,1930594013,00:00.0,00:00.0,00:00.0,NAA8,5094.8,0-15
7269,CA02,140105847,GORDON F associates,42:26.0,2020,2960626297,00:00.0,00:00.0,00:00.0,CA10,6896.8106,0-15
7270,CA02,140104429,COSTCO llc,18:17.8,2020,2960619461,00:00.0,00:00.0,00:00.0,CA10,46627.4195,0-15
7271,U001,CCCA02,KRAFT  us,15:45.1,2020,1930703971,00:00.0,00:00.0,00:00.0,NAG2,14151.51,0-15
7272,U001,200752607,IRA HI foundation,27:19.0,2020,1930873485,00:00.0,00:00.0,00:00.0,NAA8,7144.12,
7273,U001,200759878,SA foundation,29:21.0,2020,1930787909,00:00.0,00:00.0,00:00.0,NAH4,28213.78,0-15
7274,U001,200696090,UNITE associates,28:07.4,2020,1930763926,00:00.0,00:00.0,00:00.0,NAA8,6646.58,0-15
7275,U001,200744019,TARG associates,55:30.6,2020,1930618975,00:00.0,00:00.0,00:00.0,NAA8,7664.54,0-15
